x,y,name,name_file,name_resolved,background_index,family,sector_size_native,sector_size_km,dust,body_rates,near_native,far_native,near_km,far_km,stardust_percent,stardust_target,neb_override,stars_override,automatic_body_sizes,present_body_slots,alpha_texture_statuses,alpha_texture_missing,alpha_texture_sha256,positive_rate_missing_slots
21,6,Xenon Core 023,Xenon Core 023,True,30,redsplit,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
0,7,Savage Spur,Savage Spur,True,31,standardblack,22500000,45.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
1,7,Empire's Edge,Empire's Edge,True,16,fogparanid,10000000,20.0,16,"25,25,25,25,25,25,0,0",11500000,12500000,23.0,25.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
2,7,Duke's Domain,Duke's Domain,True,16,fogparanid,10000000,20.0,16,"25,25,25,25,25,25,0,0",11500000,12500000,23.0,25.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
3,7,Emperor's Ridge,Emperor's Ridge,True,31,standardblack,15000000,30.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
4,7,Freedom's Reach,Freedom's Reach,True,31,standardblack,15000000,30.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
5,7,Xenon Sector 101,Xenon Sector 101,True,30,redsplit,17500000,35.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
7,7,Light of Heart,Light of Heart,True,31,standardblack,30000000,60.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
8,7,Legend's Home,Legend's Home(Legend's Home OTAS HQ SECTOR),True,64,supercluster,17500000,35.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,5,6",not_referenced,,,"4,7"
9,7,Unknown Sector,Unknown Sector,True,28,rednexus,27500000,55.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
10,7,Eighteen Billion,Eighteen Billion,True,20,greenspot,17500000,35.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
11,7,Xenon Sector 347,Xenon Sector 347,True,4,burninghorizon,20000000,40.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
14,7,Enduring Light,Enduring Light,True,18,greeneye,30000000,60.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
15,7,Nathan's Voyage,Nathan's Voyage,True,28,rednexus,17000000,34.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
16,7,Wastelands,Wastelands,True,31,standardblack,17500000,35.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
17,7,Midnight Star,Midnight Star,True,31,standardblack,30000000,60.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
18,7,Belt of Aguilar,Belt of Aguilar,True,31,standardblack,18000000,36.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
19,7,Grand Exchange,Grand Exchange,True,18,greeneye,22500000,45.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
20,7,Tears of Greed,Tears of Greed(Tears of Greed TELADI SECTOR 20-7),True,0,bluedistance,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,75000,"1,2,3,4,5,6",not_referenced,,,7
0,8,Ocracoke's Storm,Ocracoke's Storm,True,1,bluenexus,10000000,20.0,0,"25,50,10,5,5,0,5,0",11000000,17000000,22.0,34.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
1,8,Preacher's Void,Preacher's Void,True,31,standardblack,15000000,30.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
3,8,Pontifex' Realm,Pontifex' Realm,True,31,standardblack,20000000,40.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
5,8,Light Water,Light Water,True,11,fogcyancorner,20000000,40.0,10,"25,25,25,25,25,25,0,0",15500000,19500000,31.0,39.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
7,8,Montalaar,Montalaar,True,6,darkhorizon,16500000,33.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
8,8,Avarice,Avarice,True,6,darkhorizon,37500000,75.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
9,8,New Income,New Income,True,6,darkhorizon,24500000,49.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
10,8,Ianamus Zura,Ianamus Zura,True,31,standardblack,17500000,35.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
11,8,Homily of Perpetuity,Homily of Perpetuity(Homily of Perpetuity TELADI SECTOR 11-8),True,0,bluedistance,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,75000,"1,2,3,4,5,6",not_referenced,,,7
13,8,Unknown Sector,Unknown Sector,True,74,fogdeepred,10000000,20.0,16,"25,25,25,25,25,25,0,0",500000000,500000000,1000.0,1000.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
14,8,Argon Sector M148,Argon Sector M148,True,21,greenvoid,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
16,8,Interworlds,Interworlds,True,31,standardblack,15000000,30.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
19,8,Merchant Haven,Merchant Haven,True,18,greeneye,14500000,29.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
0,9,Senator's Badlands,Senator's Badlands,True,1,bluenexus,22500000,45.0,0,"25,50,10,5,5,0,5,0",11000000,17000000,22.0,34.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
1,9,Duke's Vision,Duke's Vision,True,1,bluenexus,25000000,50.0,0,"25,50,10,5,5,0,5,0",11000000,17000000,22.0,34.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
2,9,Emperor's Wisdom,Emperor's Wisdom,True,31,standardblack,40000000,80.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
3,9,Trinity Sanctum,Trinity Sanctum,True,5,cyancorner,15000000,30.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
4,9,Preacher's Refuge,Preacher's Refuge,True,5,cyancorner,16500000,33.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
5,9,Shore of Infinity,Shore of Infinity,True,11,fogcyancorner,14500000,29.0,10,"25,25,25,25,25,25,0,0",15500000,19500000,31.0,39.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
6,9,Lucky Planets,Lucky Planets,True,11,fogcyancorner,15000000,30.0,10,"25,25,25,25,25,25,0,0",15500000,19500000,31.0,39.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
7,9,Rolk's Legacy,Rolk's Legacy,True,5,cyancorner,22500000,45.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
8,9,Great Trench,Great Trench,True,5,cyancorner,21000000,42.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
9,9,Ceo's Doubt,Ceo's Doubt,True,5,cyancorner,15000000,30.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
11,9,Acquisition Repository,Acquisition Repository(Acquisition Repository TELADI/PIRATE SECTOR 11-9),True,16,fogparanid,20000000,40.0,16,"25,25,25,25,25,25,0,0",11500000,12500000,23.0,25.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
15,9,Althes,Althes,True,22,midnightblue,17500000,35.0,0,"25,50,25,0,0,0,0,0",45000000,55000000,90.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
17,9,Gaian Star,Gaian Star(Gaian Star PIRATE SECTOR 17-9),True,28,rednexus,20000000,40.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
18,9,Mercenaries' Rift,Mercenaries' Rift,True,13,foggreeneye,22500000,45.0,16,"25,25,25,25,25,25,0,0",3500000,5000000,7.0,10.0,100,512,0,0,55000,"1,2,3,4,5,6",not_referenced,,,
19,9,Maelstrom,Maelstrom,True,13,foggreeneye,40000000,80.0,16,"25,25,25,25,25,25,0,0",3500000,5000000,7.0,10.0,100,512,0,0,55000,"1,2,3,4,5,6",not_referenced,,,
0,10,Weaver's Tempest,Weaver's Tempest(Weaver's Tempest YAKI CORE SECTOR 0-10),True,6,darkhorizon,25000000,50.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
3,10,Bad Debt,Bad Debt,True,31,standardblack,14000000,28.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
7,10,Gunne's Crusade,Gunne's Crusade(Gunne's Crusade),True,62,orangenexus,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,,,,,,"1,2,3,4,5,7"
9,10,LooManckStrat's Legacy,LooManckStrat's Legacy,True,32,void,10000000,20.0,0,"25,50,10,5,5,0,5,0",100000000,125000000,200.0,250.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
11,10,Spaceweed Grove,Spaceweed Grove(Spaceweed Grove TELADI/PIRATE SECTOR 11-10),True,16,fogparanid,20000000,40.0,16,"25,25,25,25,25,25,0,0",11500000,12500000,23.0,25.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
13,10,Aldrin,Aldrin,True,65,orangenexus,150000000,300.0,0,"25,50,10,5,5,0,5,0",100000000,100000000,200.0,200.0,100,512,0,0,,,,,,"1,2,3,4,5,7"
14,10,Aldrin 2,Aldrin 2(Aldrin 2),True,65,orangenexus,15000000,30.0,0,"25,50,10,5,5,0,5,0",100000000,100000000,200.0,200.0,100,512,0,0,,,,,,"1,2,3,4,5,7"
15,10,Megnir,Megnir,True,8,deepred,27500000,55.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
16,10,Segaris,Segaris,True,18,greeneye,32500000,65.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
17,10,Xenon Sector,Xenon Sector(Xenon Sector),True,18,greeneye,22500000,45.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
18,10,Lost Order,Lost Order,True,7,deepblue,22500000,45.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
1,11,Rhy's Crusade,Rhy's Crusade,True,31,standardblack,15500000,31.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
2,11,Rhy's Desire,Rhy's Desire,True,29,redreef,14500000,29.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
3,11,Ministry of Finance,Ministry of Finance,True,29,redreef,37500000,75.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
4,11,Rhonkar's Trial,Rhonkar's Trial(Rhonkar's Trial BORON/SPLIT SECTOR 5-11),True,23,oppositered,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
5,11,Unknown Sector,Unknown Sector,True,20,greenspot,30000000,60.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
6,11,Clarity's End,Clarity's End(Clarity's End ARGON/PARANID SECTOR 6-11),True,1,bluenexus,20000000,40.0,0,"25,50,10,5,5,0,5,0",11000000,17000000,22.0,34.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
7,11,Third Redemption,Third Redemption(Third Redemption ARGON/PARANID SECTOR 7-11),True,18,greeneye,20000000,40.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
8,11,Perdition's End,Perdition's End(Perdition's End ARGON/PARANID SECTOR 8-11),True,23,oppositered,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
9,11,Mi Ton's Refuge,Mi Ton's Refuge,True,31,standardblack,45000000,90.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
17,11,Unknown Sector,Unknown Sector,True,25,redborderland,30000000,60.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
2,12,Family Rhy,Family Rhy,True,31,standardblack,17000000,34.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
3,12,Wretched Skies,Wretched Skies(Wretched Skies PIRATE/BORON/SPLIT SECTOR 3-12),True,22,midnightblue,20000000,40.0,0,"25,50,25,0,0,0,0,0",45000000,55000000,90.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
4,12,The Shallows,The Shallows(The Shallows BORON/SPLIT SECTOR 4-12),True,23,oppositered,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
8,12,Desecrated Skies,Desecrated Skies(Desecrated Skies PIRATE/PARANID SECTOR 8-12),True,8,deepred,20000000,40.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
9,12,Moo-Kye's Revenge,Moo-Kye's Revenge,True,8,deepred,17000000,34.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
12,12,Perpetual Sin,Perpetual Sin(Perpetual Sin PARANID/KHAAK SECTOR 12-12),True,31,standardblack,20000000,40.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
18,12,Bright Profit,Bright Profit(Bright Profit TELADI SECTOR 18-12),True,3,brennanstriumph,20000000,40.0,0,"25,50,10,5,5,0,5,0",7500000,10000000,15.0,20.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
0,13,Depths of Silence,Depths of Silence,True,22,midnightblue,20000000,40.0,0,"25,50,25,0,0,0,0,0",45000000,55000000,90.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
1,13,Dark Waters,Dark Waters,True,17,fogred,27500000,55.0,16,"25,25,25,25,25,25,0,0",8700000,10200000,17.4,20.4,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
2,13,Reservoir of Tranquillity,Reservoir of Tranquillity,True,17,fogred,12500000,25.0,16,"25,25,25,25,25,25,0,0",8700000,10200000,17.4,20.4,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
3,13,Barren Shores,Barren Shores,True,31,standardblack,25000000,50.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
8,13,Priest Refuge,Priest Refuge,True,12,fogdeepred,37500000,75.0,16,"25,25,25,25,25,25,0,0",20000000,30000000,40.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
9,13,Cardinal's Domain,Cardinal's Domain,True,12,fogdeepred,18000000,36.0,16,"25,25,25,25,25,25,0,0",20000000,30000000,40.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
10,13,Sacred Relic,Sacred Relic,True,8,deepred,32500000,65.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
17,13,Sanctity of Corruption,Sanctity of Corruption(Sanctity of Corruption TELADI SECTOR 17-13),True,5,cyancorner,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
18,13,Company Strength,Company Strength(Company Strength TELADI SECTOR 18-13),True,5,cyancorner,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
1,14,Shining Currents,Shining Currents,True,0,bluedistance,34000000,68.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,75000,"1,2,3,4,5,6",not_referenced,,,7
2,14,Great Reef,Great Reef,True,17,fogred,15000000,30.0,16,"25,25,25,25,25,25,0,0",8700000,10200000,17.4,20.4,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
8,14,Spring of Belief,Spring of Belief,True,12,fogdeepred,20000000,40.0,16,"25,25,25,25,25,25,0,0",20000000,30000000,40.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
9,14,Friar's Retreat,Friar's Retreat,True,8,deepred,14500000,29.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
10,14,Pontifex' Seclusion,Pontifex' Seclusion,True,8,deepred,15000000,30.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
11,14,Duke's Citadel,Duke's Citadel(Duke's Citadel SECRET PARANID MILITARY SECTOR 11-14),True,4,burninghorizon,10000000,20.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
17,14,Queen's Retribution,Queen's Retribution(Queen's Retribution BORON SECTOR 17-14),True,18,greeneye,20000000,40.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
18,14,Hollow Infinity,Hollow Infinity(Hollow Infinity BORON SECTOR 18-14),True,1,bluenexus,20000000,40.0,0,"25,50,10,5,5,0,5,0",11000000,17000000,22.0,34.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
2,15,Mists of Elysium,Mists of Elysium,True,17,fogred,50000000,100.0,16,"25,25,25,25,25,25,0,0",8700000,10200000,17.4,20.4,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
3,15,Quiet Tides,Quiet Tides,True,5,cyancorner,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
7,15,Emperor's Pride,Emperor's Pride,True,1,bluenexus,10000000,20.0,0,"25,50,10,5,5,0,5,0",11000000,17000000,22.0,34.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
8,15,Unholy Descent,Unholy Descent,True,8,deepred,20000000,40.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
9,15,Consecrated Fire,Consecrated Fire,True,31,standardblack,28500000,57.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
10,15,Heaven's Assertion,Heaven's Assertion(Heaven's Assertion PARANID SECTOR 10-15),True,63,bluenova,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,,,,,,"1,2,3,4,5,7"
14,15,Patriarch's Conclusion,Patriarch's Conclusion(Patriarch's Collusion SPLIT SECTOR 14-15),True,62,orangenexus,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,,,,,,"1,2,3,4,5,7"
15,15,Contorted Dominion,Contorted Dominion(Contorted Dominion SPLIT/BORON CONFLICT SECTOR 15-15),True,28,rednexus,20000000,40.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
16,15,Faded Dreams,Faded Dreams(Faded Dreams SPLIT/BORON CONFLICT SECTOR 16-15),True,8,deepred,20000000,40.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
17,15,Queen's Harbour,Queen's Harbour(Queen's Harbour BORON SECTOR 17-15),True,19,greenoutlands,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
18,15,Menelaus' Oasis,Menelaus' Oasis(Menelaus' Oasis BORON SECTOR 18-15),True,21,greenvoid,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
2,16,Vestibule of Creation,Vestibule of Creation(Vestibule of Creation PIRATE SECTOR 2-16),True,49,fogbluedistance,10000000,20.0,8,"25,25,25,25,25,25,0,0",2350000,3850000,4.7,7.7,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
7,16,Unseen Domain,Unseen Domain,True,1,bluenexus,50000000,100.0,0,"25,50,10,5,5,0,5,0",11000000,17000000,22.0,34.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
8,16,Unknown Sector,Unknown Sector,True,31,standardblack,35000000,70.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
10,16,Lasting Vengeance,Lasting Vengeance(Lasting Vengeance),True,7,deepblue,20000000,40.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
15,16,Thyn's Excavation,Thyn's Excavation(Thyn's Excavation SPLIT SECTOR 15-16),True,4,burninghorizon,20000000,40.0,0,"25,50,10,5,5,0,5,0",50000000,55000000,100.0,110.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
16,16,Veil of Delusion,Veil of Delusion(Veil of Delusion PIRATE SECTOR 16-16),True,52,fogdeepred,20000000,40.0,50,"25,25,25,25,25,25,0,0",100000000,125000000,200.0,250.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,
18,16,Distant Clouds,Distant Clouds,True,28,rednexus,20000000,40.0,0,"25,50,10,5,5,0,5,0",22500000,25000000,45.0,50.0,100,512,0,0,45000,"1,2,3,4,5,6",not_referenced,,,7
23,19,Unknown Sector,Unknown Sector,True,0,bluedistance,10000000,20.0,0,"25,50,10,5,5,0,5,0",25000000,30000000,50.0,60.0,100,512,0,0,75000,"1,2,3,4,5,6",not_referenced,,,7
